Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
364,4,1,3,3,0,4,0,2,2,2,3,5,6,1972,2007,1,0,6,6,3,4,1,3,3,3,0,162,5,483,1,2,1,4,483,504,987,1,2,5,6,5,1972.0,2,1,264,4,4,2,8,4,118000
365,3,1,0,3,0,2,0,14,2,2,0,5,6,1976,1976,1,0,6,6,3,4,2,2,3,2,2,712,5,796,1,4,1,4,790,784,1574,2,3,6,6,1,1976.0,0,2,566,4,4,2,8,4,190000
366,4,1,3,3,0,4,0,9,2,2,0,5,5,1920,1997,3,0,12,13,3,2,1,3,0,3,4,456,5,672,1,2,1,0,672,672,1344,1,3,6,6,5,1964.0,2,1,468,4,1,2,8,4,147000
367,3,1,0,3,0,4,0,12,2,2,0,2,6,1963,1963,1,0,9,10,3,4,1,2,3,3,1,609,5,1394,1,2,1,4,1394,0,1394,1,3,6,6,1,1963.0,1,2,514,4,4,2,8,4,159000
368,3,1,0,3,0,0,0,12,2,2,0,7,6,1962,1962,1,4,9,10,3,4,1,2,3,1,2,371,5,1099,1,2,1,4,1431,0,1431,1,3,6,6,2,1962.0,1,1,296,4,4,2,8,4,165000
369,3,1,3,3,0,4,0,12,2,2,0,2,5,1954,1954,1,0,6,6,3,4,2,3,3,3,3,540,5,1268,1,2,1,4,1268,0,1268,1,3,7,6,1,1954.0,0,1,244,4,4,2,8,4,132000
370,3,1,0,3,0,0,0,12,2,2,0,2,5,1959,2006,1,0,13,14,3,2,1,3,3,3,0,72,4,1063,1,0,1,4,1287,0,1287,1,2,7,6,5,1997.0,0,2,576,4,4,2,8,4,162000
371,3,1,0,3,0,4,0,8,2,2,0,5,6,2000,2000,1,0,12,13,3,4,2,2,3,3,5,0,5,953,1,0,1,4,953,711,1664,2,3,7,6,1,2000.0,1,2,460,4,4,2,8,4,172400
372,3,1,3,3,0,4,0,4,1,2,0,0,4,1959,1959,1,0,14,10,3,4,1,3,3,3,5,0,5,0,1,4,1,4,1120,468,1588,2,3,7,3,5,1991.0,0,2,680,4,4,0,8,4,134432
373,3,1,3,3,0,4,0,20,2,2,4,2,6,1984,1984,1,0,9,10,3,4,1,2,3,3,0,623,3,744,1,4,1,4,752,0,752,1,3,4,6,1,1984.0,2,1,264,4,4,2,8,4,125000
374,3,1,3,3,0,4,0,12,2,2,0,2,5,1953,1953,1,0,8,8,3,4,2,3,3,3,1,428,3,608,1,4,1,4,1319,0,1319,1,3,5,3,1,1953.0,2,1,270,4,4,2,8,4,123000
375,3,1,3,3,0,4,0,5,2,2,0,5,7,2003,2004,1,0,12,13,2,4,2,2,3,3,5,0,5,847,1,0,1,4,847,1081,1928,2,2,8,6,3,2003.0,0,2,434,4,4,2,8,4,219500
376,3,1,0,2,0,4,2,7,2,2,0,2,1,1922,1950,1,0,13,14,1,1,0,1,2,1,1,350,5,683,1,2,0,0,904,0,904,0,1,4,0,1,1978.5061638868744,2,0,0,4,4,2,8,4,61000
377,3,1,0,3,0,1,0,5,2,2,0,6,5,1996,1996,1,0,12,13,2,4,2,2,3,0,2,298,5,870,1,0,1,4,914,0,914,1,3,5,6,5,1998.0,2,2,576,4,4,2,8,4,148000
378,1,1,0,3,0,0,0,21,2,2,0,5,8,2004,2005,1,0,5,5,2,4,2,2,3,3,5,0,5,1580,1,0,1,4,1580,886,2466,3,2,8,6,1,2004.0,1,2,610,4,4,2,8,4,340000
379,3,1,3,3,0,0,0,22,2,2,0,2,9,2010,2010,3,0,12,13,2,4,2,0,3,0,2,1445,5,1856,1,0,1,4,1856,0,1856,1,0,8,6,1,2010.0,0,3,834,4,4,2,6,5,394432
380,3,1,0,3,0,4,0,8,6,2,0,5,6,2000,2000,1,0,12,13,3,4,2,2,3,3,5,0,5,982,1,0,1,4,1007,793,1800,2,3,7,6,1,2000.0,0,2,463,4,4,2,8,4,179000
381,3,1,3,3,0,4,0,18,2,2,0,0,5,1924,1950,1,0,3,14,3,4,0,3,3,3,3,218,5,1026,1,4,1,4,1026,665,1691,2,2,6,6,5,1924.0,2,1,308,4,4,2,8,4,127000
382,1,1,3,3,0,4,0,21,2,2,0,2,7,2006,2006,1,0,12,13,2,4,2,2,1,3,5,0,5,1293,1,0,1,4,1301,0,1301,2,2,5,6,1,2006.0,1,2,572,4,4,2,6,5,187750
383,3,1,0,3,0,4,0,5,2,2,0,5,7,2006,2006,1,0,12,13,2,4,2,2,3,0,5,0,5,939,1,0,1,4,939,858,1797,2,2,8,6,1,2006.0,1,2,639,4,4,2,8,4,213500
384,2,1,3,3,0,0,0,20,2,2,0,1,6,1928,1950,1,0,13,14,3,4,0,1,0,3,5,0,5,784,1,4,0,0,784,0,784,1,3,5,6,5,1950.0,2,2,360,1,1,0,8,4,76000
385,3,1,1,2,0,0,1,4,1,2,0,5,6,1992,1992,1,0,6,6,2,4,2,2,3,0,2,985,5,1580,1,0,1,4,1079,874,1953,2,2,9,6,1,1992.0,0,2,501,4,4,2,8,4,240000
386,3,1,3,3,0,4,0,0,2,2,4,2,8,2004,2005,1,0,12,13,2,4,2,2,3,3,2,24,5,1256,1,0,1,4,1269,0,1269,2,2,6,6,1,2004.0,0,2,430,4,4,2,8,4,192000
387,3,1,3,3,0,2,0,7,1,2,0,0,5,1910,1996,2,0,13,13,3,1,2,3,3,3,5,0,5,658,1,4,1,4,658,526,1184,1,3,8,6,1,1978.5061638868744,2,0,0,4,4,0,8,1,81000
388,3,1,3,3,0,4,0,7,2,2,0,7,6,1976,1976,3,0,8,8,3,4,1,3,3,0,0,631,5,1041,1,0,1,4,1125,0,1125,1,3,6,6,5,1977.0,2,1,352,4,4,2,8,0,125000
389,3,1,0,3,0,1,0,5,2,2,0,2,7,1999,2000,1,0,12,13,2,4,2,2,3,3,5,0,5,1468,1,0,1,4,1479,0,1479,2,2,6,6,1,1999.0,1,2,577,4,4,2,8,4,191000
391,3,1,3,3,0,4,0,7,2,2,0,0,5,1900,1950,1,0,8,8,3,4,0,3,1,3,4,241,1,861,1,0,1,4,961,406,1367,1,3,7,6,5,1978.0,2,1,384,4,4,2,8,4,119000
392,3,1,0,3,0,1,0,11,2,2,0,5,6,2001,2002,1,0,12,13,3,4,2,0,3,3,0,690,5,804,1,0,1,4,804,1157,1961,2,2,7,6,3,2001.0,0,2,560,4,4,2,8,4,215000
393,3,1,0,3,0,4,0,12,2,2,0,2,5,1959,1959,1,0,8,8,3,4,3,3,3,3,5,0,5,0,1,4,1,4,882,0,882,1,3,5,6,1,1959.0,1,1,294,4,4,2,8,4,106500
394,3,1,3,3,0,0,0,3,1,2,0,2,4,1941,1950,1,0,14,15,3,4,1,3,3,3,4,266,5,788,1,4,1,0,788,0,788,1,3,4,6,1,1978.5061638868744,2,0,0,4,4,2,8,0,100000
395,3,1,3,3,0,4,0,17,2,2,0,0,5,1940,1950,1,0,8,8,3,4,1,3,3,3,5,0,5,735,1,2,1,0,735,299,1034,1,3,5,6,5,1940.0,2,1,240,4,4,2,8,4,109000
396,3,1,3,3,0,4,0,7,2,2,0,2,5,1956,1956,1,0,13,14,3,4,1,3,3,0,1,739,5,1144,1,4,1,4,1144,0,1144,1,3,6,6,1,1956.0,2,1,596,4,4,2,8,4,129000
397,3,1,3,2,0,4,0,5,2,2,0,2,5,1972,1972,3,0,8,8,3,4,1,3,3,0,4,777,5,894,1,4,1,4,894,0,894,1,3,6,6,5,1985.0,1,2,600,4,4,2,8,4,123000
398,3,1,3,3,0,4,0,12,4,2,0,5,5,1962,1962,1,0,12,13,3,4,1,3,3,3,0,540,5,864,1,4,1,4,876,936,1812,2,3,8,6,1,1962.0,1,1,264,4,4,2,8,4,169500
399,4,1,3,3,0,0,0,9,2,2,0,2,5,1920,1950,1,0,8,8,3,1,0,1,2,3,5,0,5,961,1,2,1,3,1077,0,1077,1,3,6,1,5,1920.0,2,1,338,3,3,0,8,0,67000
400,1,1,3,3,0,4,0,21,2,2,0,5,7,2006,2007,1,0,5,5,2,4,2,2,3,3,2,812,5,1092,1,0,1,4,1112,438,1550,2,2,7,6,1,2007.0,0,2,438,4,4,2,8,4,241000
401,3,1,1,3,0,4,0,24,2,2,4,2,8,1996,1996,1,0,3,3,2,4,2,2,3,3,2,786,5,1260,1,0,1,4,1288,0,1288,1,0,4,6,1,1996.0,0,2,500,4,4,2,8,4,245500
402,3,1,0,3,0,4,0,5,2,2,0,2,7,2005,2005,1,0,12,13,2,4,2,2,3,0,2,24,5,1310,1,0,1,4,1310,0,1310,2,2,6,6,1,2005.0,0,2,400,4,4,2,6,5,164990
403,3,1,3,3,0,4,0,19,2,2,0,2,5,1940,1997,1,0,13,14,3,4,2,3,3,3,5,0,5,672,1,0,1,4,672,0,672,1,3,4,6,5,1940.0,2,1,240,4,4,0,8,4,108000
404,3,1,3,3,0,0,0,15,2,2,0,5,8,1998,1998,3,0,12,13,2,4,2,2,3,3,5,0,5,1141,1,2,1,4,1165,1098,2263,2,2,10,6,3,1998.0,0,2,420,4,4,2,8,0,258000
405,3,1,0,3,0,4,0,8,2,2,0,5,6,1995,1996,1,0,8,8,3,4,2,2,3,3,5,0,5,806,1,2,1,4,806,766,1572,2,3,7,6,3,1995.0,0,2,373,4,4,2,8,4,168000
406,3,1,0,3,0,0,0,19,1,2,0,2,4,1976,1993,1,0,9,10,3,4,1,3,3,3,1,1116,5,1281,1,0,1,4,1620,0,1620,2,3,8,2,1,1993.0,2,2,490,4,4,2,8,4,150000
407,3,1,3,3,0,4,0,18,2,2,0,0,6,1936,1950,1,0,8,8,3,4,0,3,3,3,5,0,5,1064,1,0,1,0,1166,0,1639,1,3,6,1,5,1936.0,2,1,240,4,4,2,8,4,115000
408,3,1,3,3,0,4,0,6,2,2,0,5,6,1915,1976,1,0,13,10,3,4,0,2,3,3,5,0,5,840,1,0,1,4,840,840,1680,2,3,8,6,1,1960.0,2,1,308,4,4,2,8,4,177000
409,3,1,3,3,0,0,0,16,2,2,0,5,7,2006,2006,1,0,12,13,2,4,2,0,1,3,5,0,5,1063,1,0,1,4,1071,1101,2172,2,2,9,6,1,2006.0,1,3,947,4,4,2,6,5,280000
410,1,1,3,3,0,4,0,21,2,2,0,5,8,2007,2008,1,0,12,13,2,4,2,0,3,3,2,789,5,1034,1,0,1,4,1050,1028,2078,2,0,8,6,1,2008.0,0,3,836,4,4,2,6,5,339750
411,3,1,3,3,0,4,0,7,2,2,0,2,5,1958,1958,1,0,2,2,3,1,1,3,0,3,5,0,5,1276,1,4,1,0,1276,0,1276,1,3,5,4,1,1958.0,2,1,350,4,4,2,0,0,60000
412,3,1,3,0,0,4,0,8,2,2,1,2,5,1955,1955,3,0,13,14,3,4,1,3,3,2,4,1056,5,1056,1,4,0,4,1056,0,1056,1,3,5,6,1,1955.0,0,2,572,4,4,2,8,4,145000
413,1,1,1,3,0,4,0,21,2,2,0,2,7,2009,2009,1,0,8,8,0,4,2,0,3,0,2,578,5,1470,1,0,1,4,1478,0,1478,2,2,7,6,1,2009.0,0,2,484,4,4,2,6,5,222000
414,4,1,3,3,0,4,0,17,0,2,0,2,5,1927,1950,1,0,14,15,3,4,1,3,3,3,5,0,5,1008,1,2,1,0,1028,0,1028,1,3,5,6,5,1927.0,2,2,360,4,4,2,8,4,115000
415,3,1,1,3,0,1,0,20,2,2,0,5,7,1993,1993,1,0,12,13,2,4,2,2,3,3,1,50,2,1080,1,0,1,4,1080,1017,2097,2,2,9,6,1,1993.0,2,3,678,4,4,2,8,4,228000
416,3,1,0,3,0,4,0,8,2,2,0,2,7,2007,2007,1,0,12,13,2,4,2,2,3,0,2,24,5,1340,1,0,1,4,1340,0,1340,2,2,6,6,1,2007.0,0,2,396,4,4,2,6,5,181134
417,3,1,3,3,0,4,0,19,2,2,0,5,6,1978,1978,3,0,6,6,3,4,1,3,3,3,0,209,5,672,1,4,1,4,672,728,1400,1,3,6,6,1,1978.0,0,2,440,4,4,2,8,4,149500
418,3,1,0,3,0,4,0,6,1,2,0,5,6,1918,1950,3,0,13,12,3,4,0,2,3,3,1,1128,5,1370,2,4,0,0,1370,1254,2624,2,3,10,6,5,1918.0,2,3,864,4,4,0,8,4,239000
419,3,1,3,3,0,4,0,7,2,2,0,0,5,1940,1950,1,0,8,8,3,4,0,3,3,3,0,312,5,756,1,1,0,1,756,378,1134,1,3,7,6,5,1940.0,2,1,240,4,4,1,8,1,126000
420,3,1,3,3,0,4,0,12,2,2,0,2,5,1968,1968,1,0,12,13,3,4,1,3,3,3,1,775,5,1056,1,0,1,4,1056,0,1056,1,3,6,6,1,1968.0,2,1,304,4,4,2,8,4,142000
421,4,1,3,3,0,4,0,11,2,2,2,6,7,1997,1998,1,0,12,13,3,2,2,2,1,1,2,1309,5,1344,1,0,1,4,1344,0,1344,2,3,8,6,1,1997.0,0,4,784,4,4,2,8,2,206300
422,3,1,0,3,0,2,0,14,2,2,0,2,6,1977,2000,1,0,5,5,2,4,1,2,3,3,0,1246,5,1602,1,2,1,4,1602,0,1602,2,2,8,6,1,1977.0,0,2,529,4,4,2,8,4,215000
423,3,1,3,1,0,4,1,11,0,2,0,2,5,1954,1954,3,0,6,6,3,4,1,3,3,3,5,0,5,988,1,0,1,0,988,0,988,1,3,4,6,1,1954.0,1,2,520,4,4,0,8,4,113000
424,3,1,3,3,0,4,0,15,2,2,0,5,8,1998,1998,1,0,12,13,2,4,2,2,3,3,2,986,5,1470,1,2,1,4,1470,1160,2630,2,2,8,6,1,1998.0,0,3,696,4,4,2,8,4,315000
425,3,1,3,3,0,4,0,12,2,2,0,2,6,1956,1956,1,0,13,14,3,4,1,2,3,3,3,616,5,1196,1,2,1,0,1196,0,1196,1,3,6,6,1,1956.0,1,1,297,4,4,2,8,4,139000
426,4,1,3,1,0,4,0,17,2,2,0,5,7,1946,1992,1,0,6,6,3,2,1,3,3,3,5,0,5,651,1,2,1,4,707,682,1389,1,3,6,6,5,1947.0,2,1,240,4,4,1,8,4,135000
427,3,1,3,2,0,4,1,20,2,2,0,7,7,1989,1989,1,0,13,14,2,4,2,2,3,1,2,1518,5,1518,1,2,1,4,1644,0,1644,2,2,5,6,1,1989.0,0,2,569,4,4,2,8,4,275000
428,3,1,0,3,0,4,0,12,2,2,0,2,4,1957,1957,3,0,8,8,3,4,1,3,3,3,4,288,5,907,1,0,1,4,907,0,907,1,3,5,6,5,1964.0,2,1,352,4,4,2,8,4,109008
429,3,1,3,3,0,4,0,5,2,2,0,2,7,2007,2007,1,0,12,13,2,4,2,2,3,3,2,664,5,1208,1,0,1,4,1208,0,1208,2,2,6,6,1,2007.0,1,2,628,4,4,2,6,5,195400
430,3,1,0,3,0,0,0,23,2,2,0,2,6,1988,1988,1,0,6,6,3,4,1,2,3,2,2,1005,5,1392,1,4,1,4,1412,0,1412,2,2,6,6,1,1988.0,2,2,576,4,4,2,8,4,175000
431,4,1,3,3,0,4,0,2,2,2,3,5,6,1971,1971,1,0,6,6,3,4,1,3,3,3,0,387,5,483,1,4,1,4,483,504,987,1,3,4,6,5,1971.0,2,1,264,4,4,2,0,0,85400
432,4,1,0,0,0,4,0,17,1,2,0,0,6,1920,1998,1,0,8,8,3,4,0,3,3,3,5,0,5,901,1,2,1,4,1088,110,1198,1,3,7,6,1,1978.5061638868744,2,0,0,4,4,0,3,0,79900
433,4,1,3,3,0,4,0,2,2,2,4,5,5,1971,1971,1,0,6,6,3,4,1,3,3,3,0,471,5,765,1,0,1,4,765,600,1365,1,3,6,2,5,1971.0,2,2,440,4,4,2,8,4,122500
434,3,1,0,3,0,0,0,8,2,2,0,5,6,1997,1998,1,0,12,13,3,4,2,2,3,3,5,0,5,926,1,0,1,4,926,678,1604,2,3,7,6,1,1997.0,0,2,470,4,4,2,8,4,181000
435,4,1,3,3,0,4,0,10,2,2,3,6,4,1972,1972,1,0,5,5,3,2,1,2,3,0,0,495,5,630,1,2,1,4,630,0,630,1,3,3,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,81000
436,3,1,1,3,0,1,0,5,4,2,0,5,7,1996,1996,1,0,12,13,2,4,2,2,3,0,2,385,0,799,1,0,1,4,827,834,1661,2,2,6,6,1,1996.0,1,2,550,4,4,2,5,4,212000
437,4,1,3,3,0,4,0,17,2,2,0,0,6,1920,1950,1,0,11,12,3,4,0,1,3,3,5,0,5,648,1,4,1,0,734,384,1118,1,3,6,6,5,1990.0,2,2,440,4,4,2,8,4,116000
438,4,1,3,3,0,4,0,3,2,2,0,1,6,1926,2004,1,0,13,14,2,4,2,3,3,3,5,0,5,884,1,2,1,4,904,0,904,1,3,4,6,5,1926.0,2,1,180,4,4,2,8,4,119000
439,3,1,3,3,0,4,0,6,2,2,0,2,5,1913,2002,1,0,14,12,3,4,2,3,3,3,3,365,5,440,1,4,0,4,694,0,694,1,2,4,6,5,1990.0,2,1,352,2,4,1,8,4,90350
440,3,1,3,3,0,0,0,7,2,2,0,0,6,1920,2000,1,0,13,14,3,4,0,3,0,2,5,0,5,684,1,2,1,4,684,512,1196,1,2,7,6,5,2005.0,2,2,528,4,4,2,4,4,110000
442,3,1,3,3,0,4,0,7,2,2,2,2,4,1955,1955,1,0,12,13,3,4,1,3,3,3,0,133,5,1440,1,4,0,1,1440,0,1440,2,1,8,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,118000
443,4,1,3,3,0,4,0,3,2,2,0,0,5,1930,1992,1,0,8,8,3,4,2,3,3,3,5,0,5,1078,1,4,1,4,1128,445,1573,2,3,8,6,5,1930.0,2,2,360,4,4,1,8,4,162900
444,3,1,3,3,0,4,0,0,2,2,4,2,7,2006,2007,1,0,14,15,2,4,2,0,3,0,5,0,5,1258,1,0,1,4,1258,0,1258,2,2,6,6,1,2007.0,0,3,648,4,4,2,6,5,172500
445,3,1,3,3,0,4,0,5,2,2,0,5,7,1994,1995,1,0,12,13,2,2,2,2,3,3,2,642,5,915,1,0,1,4,933,975,1908,2,2,8,6,1,1994.0,2,2,493,4,4,2,8,4,210000
446,3,1,3,3,0,0,0,7,2,2,0,2,6,1956,1956,3,0,13,14,3,4,1,3,3,3,5,0,5,1436,1,1,1,4,1689,0,1689,1,3,7,6,1,1956.0,2,2,480,4,4,2,0,4,127500
448,3,1,0,3,0,0,0,8,2,2,0,5,7,1998,1999,1,0,12,13,2,4,2,2,3,3,5,0,5,930,1,2,1,4,956,930,1886,2,2,10,6,1,1998.0,0,2,431,4,4,2,8,4,199900
449,4,1,3,0,0,4,0,9,2,2,0,0,6,1937,1950,1,0,8,8,3,4,0,3,3,3,5,0,5,780,1,4,1,4,780,596,1376,2,3,7,6,5,1937.0,2,1,198,4,4,0,8,4,119500
450,4,1,3,3,0,4,0,17,2,2,0,0,3,1948,2002,1,0,8,8,3,2,1,3,3,3,0,331,5,649,1,0,1,4,679,504,1183,1,3,6,6,5,1981.0,2,1,308,4,4,2,8,4,120000
451,4,1,3,3,0,4,0,17,2,2,0,2,6,1930,2005,3,0,13,14,3,4,0,3,3,3,5,0,5,813,1,0,1,0,813,0,813,1,2,5,6,5,1932.0,2,1,270,1,1,0,8,4,110000
452,3,1,0,2,0,4,1,4,2,2,0,2,7,1975,1975,1,6,9,10,3,4,1,2,3,1,0,655,5,1533,1,4,1,4,1533,0,1533,2,2,5,6,1,1975.0,2,2,576,4,4,2,8,4,280000
453,3,1,0,3,0,0,0,23,2,2,0,5,6,1996,1997,3,0,12,13,2,4,2,0,3,3,0,742,5,872,1,0,1,4,888,868,1756,2,3,7,6,1,1996.0,0,2,422,4,4,2,8,4,204000
454,1,1,3,3,0,4,0,21,2,2,0,5,8,2008,2008,1,0,12,13,2,4,2,2,3,3,5,0,5,768,1,0,1,4,786,804,1590,2,2,6,6,1,2008.0,1,2,676,4,4,2,8,4,210000
455,3,1,3,3,0,4,0,11,2,2,2,2,5,1976,1976,1,0,9,10,3,4,1,3,3,3,0,1606,5,1728,1,4,1,4,1728,0,1728,2,3,8,6,5,1976.0,2,2,560,4,4,2,8,3,188000
456,3,1,3,3,0,4,0,14,2,2,0,2,7,1973,1973,3,0,6,6,3,4,1,3,3,3,0,916,5,1242,1,1,1,4,1242,0,1242,1,3,6,6,1,1973.0,2,2,528,4,4,2,8,4,175500
457,4,1,3,3,0,4,0,17,2,2,0,5,5,1916,1950,1,0,0,0,3,4,0,3,3,3,5,0,5,624,1,1,0,4,624,720,1344,1,3,7,6,5,1916.0,2,3,513,1,1,2,0,0,98000
458,3,1,0,2,0,1,1,4,2,2,0,2,4,1954,1994,0,4,9,10,3,4,1,2,3,1,1,1116,5,1364,1,0,1,4,1663,0,1663,1,2,6,2,1,1954.0,0,2,529,4,4,2,8,4,256000
459,4,1,3,3,0,4,0,17,2,2,0,5,8,1925,1996,3,0,11,15,3,2,2,3,3,3,5,0,5,588,1,1,1,4,833,833,1666,1,2,7,6,5,1925.0,2,1,228,4,4,2,8,4,161000
460,3,1,0,0,0,0,0,3,2,2,0,0,5,1950,1950,1,0,8,8,3,4,1,3,3,3,3,185,5,709,1,4,1,4,979,224,1203,1,2,5,6,5,1950.0,2,1,352,4,4,2,8,4,110000
461,1,1,0,3,0,4,0,21,6,2,0,5,8,2009,2009,1,0,12,13,2,4,2,2,3,3,2,544,5,832,1,0,1,4,832,1103,1935,2,3,8,6,3,2009.0,0,2,552,4,4,2,6,5,263435
462,3,1,3,3,0,4,0,18,1,2,0,5,7,1936,2007,1,0,13,14,2,2,2,2,1,3,0,350,1,560,1,0,1,4,575,560,1135,1,2,6,6,5,1971.0,1,2,576,4,4,2,8,4,155000
463,3,1,0,3,0,4,0,19,2,2,0,2,5,1965,1965,1,0,8,8,3,4,1,3,3,3,4,553,1,864,1,2,1,4,864,0,864,1,3,5,6,5,1965.0,2,1,360,4,4,2,8,4,62383
464,3,1,0,1,0,4,1,6,2,2,0,5,6,1934,1995,3,0,11,12,3,4,1,3,3,3,3,326,5,715,1,1,1,0,849,811,1660,1,3,6,6,5,1939.0,2,1,240,4,4,2,8,4,188700
465,3,1,3,1,0,4,1,5,2,2,0,2,5,1978,1978,1,0,6,6,3,4,1,2,3,3,4,616,5,1040,1,4,1,4,1040,0,1040,2,3,5,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,124000
466,4,1,3,3,0,4,0,0,2,2,4,2,7,2004,2004,3,0,12,13,2,4,2,2,3,3,5,0,5,1375,1,0,1,4,1414,0,1414,2,2,6,6,1,2004.0,0,2,398,4,4,2,8,4,178740
467,3,1,3,3,0,4,0,12,2,2,0,2,7,1970,1970,0,4,9,10,3,2,1,3,1,1,2,778,5,1277,1,4,1,4,1277,0,1277,1,3,5,6,1,1970.0,2,2,526,4,4,2,8,4,167000
468,3,1,3,3,0,4,0,12,0,2,0,5,5,1942,1995,1,0,8,8,3,4,1,3,3,3,3,386,5,728,1,0,1,4,888,756,1644,1,2,7,6,1,1942.0,2,1,312,4,4,2,8,4,146500
469,3,1,0,3,0,4,0,16,2,2,0,2,8,2006,2006,1,0,12,13,2,4,2,2,3,3,5,0,5,1626,1,0,1,4,1634,0,1634,2,2,7,6,1,2006.0,1,3,866,4,4,2,8,4,250000
470,3,1,0,3,0,0,0,20,7,2,0,5,6,1993,1993,1,0,6,6,2,4,2,2,3,3,2,426,5,832,1,0,1,4,832,878,1710,2,2,7,6,1,1993.0,1,2,506,4,4,2,8,4,187000
471,3,1,0,3,0,0,0,22,2,2,4,2,8,1985,1985,1,0,6,6,2,4,2,2,3,0,2,368,1,1488,1,4,1,4,1502,0,1502,1,2,4,6,1,1985.0,1,2,528,4,4,2,8,4,212000
472,3,1,3,3,0,4,0,14,3,2,0,5,7,1977,1977,4,5,14,10,3,4,1,2,3,3,5,0,5,808,1,4,1,4,1161,808,1969,2,3,8,6,1,1977.0,1,2,534,4,4,2,8,4,190000
473,4,1,3,3,0,4,0,7,2,2,4,7,6,2005,2005,1,0,12,13,3,4,2,2,3,1,2,459,5,547,1,0,1,4,1072,0,1072,1,3,5,6,2,2005.0,1,2,525,4,4,2,8,4,148000
475,3,1,3,3,0,4,0,22,2,2,4,2,8,2000,2000,1,0,5,5,2,4,2,2,3,0,2,1196,5,1494,1,0,1,4,1652,0,1652,2,0,6,6,1,2000.0,1,2,499,4,4,2,8,4,251000
476,3,1,3,3,0,0,0,19,2,2,0,2,5,1963,1963,3,0,6,6,3,4,1,3,3,3,2,630,5,970,1,4,1,4,970,0,970,1,3,5,6,5,1996.0,2,2,624,4,4,2,8,4,132500
477,3,1,3,3,0,4,1,5,2,2,0,2,6,1997,1998,1,0,12,13,3,4,2,2,3,1,2,994,5,1478,1,0,1,4,1493,0,1493,2,2,7,6,1,1997.0,0,2,508,4,4,2,8,4,208900
478,3,1,3,3,0,4,0,16,2,2,0,5,9,2006,2006,3,0,12,13,0,4,2,2,3,0,5,0,5,2153,1,0,1,4,2069,574,2643,2,0,9,6,3,2006.0,0,3,694,4,4,2,8,4,380000
479,3,1,3,3,0,4,0,5,2,2,0,2,8,2007,2008,3,0,12,13,2,4,2,0,3,1,2,1288,5,1705,1,0,1,4,1718,0,1718,2,2,7,6,1,2007.0,1,3,826,4,4,2,8,4,297000
480,4,1,3,0,0,4,0,17,2,2,0,2,4,1937,2000,3,0,11,12,3,4,0,1,3,3,4,168,5,907,1,4,1,4,1131,0,1131,1,3,7,6,5,1995.0,2,2,672,4,4,2,8,2,89471
481,3,1,0,3,0,2,0,16,2,2,0,2,9,2004,2005,3,0,12,13,2,4,2,0,3,1,2,1261,5,1833,1,0,1,4,1850,0,1850,2,2,8,6,1,2004.0,0,3,772,4,4,2,8,4,326000
482,3,1,0,1,0,4,0,16,2,2,0,2,9,2003,2004,3,0,12,13,2,4,2,0,3,1,2,1567,5,1792,1,0,1,4,1792,0,1792,2,0,6,6,1,2003.0,0,3,874,4,4,2,8,4,374000
483,4,1,3,3,0,0,0,17,2,2,0,5,7,1915,2005,1,0,11,12,2,4,2,3,3,3,0,299,5,910,1,0,1,4,916,910,1826,1,0,7,3,1,1915.0,2,1,164,1,1,2,8,4,155000
484,4,1,3,3,0,2,0,11,2,2,3,2,6,1998,1998,3,0,12,13,3,4,2,0,3,3,2,897,5,1216,1,0,1,4,1216,0,1216,2,3,5,6,1,1998.0,2,2,402,4,4,2,8,4,164000
485,3,1,0,3,0,0,0,19,2,2,0,2,5,1962,2001,1,0,6,10,3,2,1,3,3,3,0,588,5,999,1,2,1,4,999,0,999,1,2,6,6,5,1963.0,2,1,264,4,4,2,8,4,132500
486,3,1,3,3,0,4,0,12,2,2,0,2,5,1950,2007,1,0,8,8,2,4,1,3,3,3,0,607,5,1113,1,2,1,4,1113,0,1113,1,2,5,6,1,1950.0,2,1,264,4,4,2,8,4,147000
487,3,1,3,3,0,4,0,12,2,2,0,2,5,1965,1965,3,0,8,8,3,4,1,3,3,3,0,836,5,1073,1,4,1,4,1073,0,1073,1,3,6,6,1,1965.0,1,2,515,4,4,2,8,4,156000
488,3,1,0,3,0,4,0,14,2,2,0,2,5,1971,1971,1,0,9,10,3,4,1,2,3,0,0,998,5,1484,1,2,1,4,1484,0,1484,2,3,7,6,1,1971.0,2,2,487,4,4,2,8,4,175000
